"Name","season","seasonName","order","Week","Odds"
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,13,NA
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,13,NA
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,13,NA
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,13,NA
"Hali Ford",30,"Survivor 30: Worlds Apart",11,13,NA
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,13,NA
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,13,NA
"Max Dawson",30,"Survivor 30: Worlds Apart",14,13,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,13,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,13,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,13,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,13,NA
"Mike Holloway",30,"Survivor 30: Worlds Apart",1,14,0.369991517524131
"Will Sims II",30,"Survivor 30: Worlds Apart",2,14,0.0343028608587941
"Carolyn Rivera",30,"Survivor 30: Worlds Apart",3,14,0.370464004596206
"Rodney Lavoie Jr.",30,"Survivor 30: Worlds Apart",4,14,0.178716444255511
"Sierra Thomas",30,"Survivor 30: Worlds Apart",5,14,0.0465251727653577
"Dan Foley",30,"Survivor 30: Worlds Apart",6,14,NA
"Tyler Fredrickson",30,"Survivor 30: Worlds Apart",7,14,NA
"Shirin Oskooi",30,"Survivor 30: Worlds Apart",8,14,NA
"Jenn Brown",30,"Survivor 30: Worlds Apart",9,14,NA
"Joe Anglim",30,"Survivor 30: Worlds Apart",10,14,NA
"Hali Ford",30,"Survivor 30: Worlds Apart",11,14,NA
"Kelly Remington",30,"Survivor 30: Worlds Apart",12,14,NA
"Joaquin Souberbielle",30,"Survivor 30: Worlds Apart",13,14,NA
"Max Dawson",30,"Survivor 30: Worlds Apart",14,14,NA
"Lindsey Cascaddan",30,"Survivor 30: Worlds Apart",15,14,NA
"Nina Poersch",30,"Survivor 30: Worlds Apart",16,14,NA
"Vince Sly",30,"Survivor 30: Worlds Apart",17,14,NA
"So Kim",30,"Survivor 30: Worlds Apart",18,14,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,2,0.0741767666890547
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,2,0.120684990465271
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,2,0.047270599678516
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,2,0.067749710967302
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,2,0.0376297624637853
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,2,0.047270599678516
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,2,0.0240810201193274
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,2,0.0683325685334406
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,2,0.0264474063417987
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,2,0.047270599678516
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,2,0.0423775526905131
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,2,0.0657244794969675
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,2,0.047270599678516
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,2,0.0393476482800938
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,2,0.0376297624637853
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,2,0.0361731387021643
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,2,0.04964773501237
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,2,0.047270599678516
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,2,0.0736444593815462
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,2,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,3,0.0800450668512358
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,3,0.0866440949331943
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,3,0.0383243535287411
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,3,0.038078638387479
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,3,0.0353324955051887
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,3,0.0383243535287411
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,3,0.0188703430150076
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,3,0.035032472652529
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,3,0.0366799786406045
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,3,0.0383243535287411
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,3,0.0540986014786529
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,3,0.0914715978543408
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,3,0.0626856714637242
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,3,0.0433801737944096
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,3,0.0496833788960704
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,3,0.0740388020852379
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,3,0.11649194038948
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,3,0.0624936834666215
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,3,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,3,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,4,0.107132003298736
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,4,0.158777680138903
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,4,0.109075705357483
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,4,0.0549070916339371
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,4,0.0227346672314411
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,4,0.0228052290821859
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,4,0.0243314759817542
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,4,0.033628446385051
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,4,0.0658270559969348
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,4,0.0239101877870397
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,4,0.0265789954660356
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,4,0.0575851237368903
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,4,0.0289494658765615
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,4,0.0311205002393114
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,4,0.0422326725912632
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,4,0.0567486982110702
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,4,0.133655000985402
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,4,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,4,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,4,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,5,0.14343037693218
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,5,0.222957346827423
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,5,0.114107878113121
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,5,0.113623495454039
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,5,0.0153219194330416
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,5,0.0158236158688993
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,5,0.0242518718502408
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,5,0.0460794075529999
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,5,0.059381705966849
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,5,0.0154817559750923
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,5,0.0260202684347986
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,5,0.0772748878164278
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,5,0.0324396471713786
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,5,0.0175387176293606
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,5,0.0607231884288877
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,5,0.0155439165452604
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,5,NA
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,5,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,5,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,5,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,6,0.225545103193521
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,6,0.215689157098851
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,6,0.092876309032465
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,6,0.0796144726248196
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,6,0.0173538307092312
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,6,0.0186029120164461
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,6,0.0202621260536619
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,6,0.0324390330049744
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,6,0.0790353277263774
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,6,0.0237241029550287
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,6,0.0236450170211967
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,6,0.0658225705859348
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,6,0.0486791380361149
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,6,0.0177902471635236
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,6,0.0389206527778536
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,6,NA
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,6,NA
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,6,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,6,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,6,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,7,0.237886096132888
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,7,0.225399599827667
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,7,0.0976128598098676
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,7,0.0943494574159951
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,7,0.0260105718795577
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,7,0.0287260280049102
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,7,0.0303072874251152
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,7,0.0353056208572826
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,7,0.0516572504095943
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,7,0.029802927822138
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,7,0.0318143846804936
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,7,0.0474850217977242
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,7,0.0636428939367665
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,7,NA
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,7,NA
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,7,NA
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,7,NA
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,7,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,7,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,7,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,8,0.198555549819448
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,8,0.23175387561419
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,8,0.0990835655971286
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,8,0.133456380491164
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,8,0.0314285643221889
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,8,0.0308123534107848
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,8,0.0359297415868865
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,8,0.0419812850509487
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,8,0.0669933094429999
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,8,0.0322223410568675
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,8,0.0316453304402077
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,8,0.0661377031671852
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,8,NA
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,8,NA
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,8,NA
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,8,NA
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,8,NA
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,8,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,8,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,8,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,9,0.299566930497091
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,9,0.258231029140309
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,9,0.0685442042583313
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,9,0.0937943307069861
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,9,0.029192122734749
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,9,0.00518692400802909
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,9,0.0225403088106089
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,9,0.0223064245656439
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,9,0.151011346043459
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,9,0.0312420475992387
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,9,0.0183843316355537
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,9,NA
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,9,NA
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,9,NA
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,9,NA
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,9,NA
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,9,NA
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,9,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,9,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,9,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,10,0.333962499247451
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,10,0.222681793644443
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,10,0.0678620319106973
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,10,0.152438394272393
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,10,0.00942052351968465
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,10,0.00233352424850504
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,10,0.0188348738113172
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,10,0.0144147593914324
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,10,0.132225320581789
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,10,0.0458262793722877
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,10,NA
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,10,NA
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,10,NA
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,10,NA
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,10,NA
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,10,NA
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,10,NA
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,10,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,10,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,10,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,11,0.354647299905065
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,11,0.279846515586634
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,11,0.149467357546526
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,11,0.0542520500120176
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,11,0.0868042631342282
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,11,0.026087353585282
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,11,0.00740607556179495
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,11,0.00685351869419981
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,11,0.034635565974252
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,11,NA
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,11,NA
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,11,NA
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,11,NA
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,11,NA
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,11,NA
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,11,NA
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,11,NA
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,11,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,11,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,11,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,12,0.355706665032511
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,12,0.339574234951229
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,12,0.13570353283516
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,12,0.0611565661992546
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,12,0.0541095342203693
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,12,0.00938039487473383
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,12,0.00291992798891545
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,12,0.0414491438978266
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,12,NA
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,12,NA
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,12,NA
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,12,NA
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,12,NA
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,12,NA
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,12,NA
"Monica Padilla",31,"Survivor 31: Cambodia - Second Chance",16,12,NA
"Jeff Varner",31,"Survivor 31: Cambodia - Second Chance",17,12,NA
"Peih-Gee Law",31,"Survivor 31: Cambodia - Second Chance",18,12,NA
"Shirin Oskooi",31,"Survivor 31: Cambodia - Second Chance",19,12,NA
"Vytas Baskauskas",31,"Survivor 31: Cambodia - Second Chance",20,12,NA
"Jeremy Collins",31,"Survivor 31: Cambodia - Second Chance",1,13,0.418807471228866
"Spencer Bledsoe",31,"Survivor 31: Cambodia - Second Chance",2,13,0.36019283931049
"Tasha Fox",31,"Survivor 31: Cambodia - Second Chance",3,13,0.0651808193509911
"Kelley Wentworth",31,"Survivor 31: Cambodia - Second Chance",4,13,0.110591671239422
"Keith Nale",31,"Survivor 31: Cambodia - Second Chance",5,13,0.0209452507922411
"Kimmi Kappenberg",31,"Survivor 31: Cambodia - Second Chance",6,13,0.00765194238788043
"Abi-Maria Gomes",31,"Survivor 31: Cambodia - Second Chance",7,13,0.0166300056901092
"Joe Anglim",31,"Survivor 31: Cambodia - Second Chance",8,13,NA
"Stephen Fishbach",31,"Survivor 31: Cambodia - Second Chance",9,13,NA
"Ciera Eastin",31,"Survivor 31: Cambodia - Second Chance",10,13,NA
"Kelly Wiglesworth",31,"Survivor 31: Cambodia - Second Chance",11,13,NA
"Andrew Savage",31,"Survivor 31: Cambodia - Second Chance",12,13,NA
"Kass 'Chaos Kass' McQuillen",31,"Survivor 31: Cambodia - Second Chance",13,13,NA
"Woo Hwang",31,"Survivor 31: Cambodia - Second Chance",14,13,NA
"Terry Deitz",31,"Survivor 31: Cambodia - Second Chance",15,13,NA
